distance_between,description,child,parent,do_not_evaluate
1,1-Typhoid arthritis,1-A01.04,1-A01.0,
1,1-Typhoid arthritis,1-A01.04,2-A01.04,
1,1-Typhoid osteomyelitis,1-A01.05,1-A01.0,
1,1-Typhoid osteomyelitis,1-A01.05,2-A01.05,
1,1-Typhoid fever with other complications,1-A01.09,1-A01.0,
1,1-Typhoid fever with other complications,1-A01.09,2-A01.09,
1,1-Paratyphoid fever A,1-A01.1,1-A01,
1,1-Paratyphoid fever A,1-A01.1,2-A01.1,
1,1-Paratyphoid fever B,1-A01.2,1-A01,
1,1-Paratyphoid fever B,1-A01.2,2-A01.2,
1,1-Paratyphoid fever C,1-A01.3,1-A01,
1,1-Paratyphoid fever C,1-A01.3,2-A01.3,
1,"1-Paratyphoid fever, unspecified",1-A01.4,1-A01,
1,"1-Paratyphoid fever, unspecified",1-A01.4,2-A01.4,
1,1-Other salmonella infections,1-A02,1-A00-A09,
1,1-Other salmonella infections,1-A02,2-A02,
1,1-Salmonella enteritis,1-A02.0,1-A02,
1,1-Salmonella enteritis,1-A02.0,2-A02.0,
1,1-Salmonella sepsis,1-A02.1,1-A02,
1,1-Salmonella sepsis,1-A02.1,2-A02.1,
1,1-Localized salmonella infections,1-A02.2,1-A02,
1,1-Localized salmonella infections,1-A02.2,2-A02.2,
1,"1-Localized salmonella infection, unspecified",1-A02.20,1-A02.2,
1,"1-Localized salmonella infection, unspecified",1-A02.20,2-A02.20,
1,1-Salmonella meningitis,1-A02.21,1-A02.2,
1,1-Salmonella meningitis,1-A02.21,2-A02.21,
1,1-Salmonella pneumonia,1-A02.22,1-A02.2,
1,1-Salmonella pneumonia,1-A02.22,2-A02.22,
1,1-Salmonella arthritis,1-A02.23,1-A02.2,
1,1-Salmonella arthritis,1-A02.23,2-A02.23,
1,1-Salmonella osteomyelitis,1-A02.24,1-A02.2,
1,1-Salmonella osteomyelitis,1-A02.24,2-A02.24,
1,1-Salmonella pyelonephritis,1-A02.25,1-A02.2,
1,1-Salmonella pyelonephritis,1-A02.25,2-A02.25,
1,1-Salmonella with other localized infection,1-A02.29,1-A02.2,
1,1-Salmonella with other localized infection,1-A02.29,2-A02.29,
1,1-Other specified salmonella infections,1-A02.8,1-A02,
1,1-Other specified salmonella infections,1-A02.8,2-A02.8,
1,"1-Salmonella infection, unspecified",1-A02.9,1-A02,
1,"1-Salmonella infection, unspecified",1-A02.9,2-A02.9,
1,1-Shigellosis,1-A03,1-A00-A09,
1,1-Shigellosis,1-A03,2-A03,
1,1-Shigellosis due to Shigella dysenteriae,1-A03.0,1-A03,
1,1-Shigellosis due to Shigella dysenteriae,1-A03.0,2-A03.0,
1,1-Shigellosis due to Shigella flexneri,1-A03.1,1-A03,
1,1-Shigellosis due to Shigella flexneri,1-A03.1,2-A03.1,
1,1-Shigellosis due to Shigella boydii,1-A03.2,1-A03,
1,1-Shigellosis due to Shigella boydii,1-A03.2,2-A03.2,
1,1-Shigellosis due to Shigella sonnei,1-A03.3,1-A03,
1,1-Shigellosis due to Shigella sonnei,1-A03.3,2-A03.3,
1,1-Other shigellosis,1-A03.8,1-A03,
1,1-Other shigellosis,1-A03.8,2-A03.8,
1,"1-Shigellosis, unspecified",1-A03.9,1-A03,
1,"1-Shigellosis, unspecified",1-A03.9,2-A03.9,
1,1-Other bacterial intestinal infections,1-A04,1-A00-A09,
1,1-Other bacterial intestinal infections,1-A04,2-A04,
1,1-Enteropathogenic Escherichia coli infection,1-A04.0,1-A04,
1,1-Enteropathogenic Escherichia coli infection,1-A04.0,1-Escherichia coli,
1,1-Enteropathogenic Escherichia coli infection,1-A04.0,2-A04.0,
1,1-Enterotoxigenic Escherichia coli infection,1-A04.1,1-A04,
1,1-Enterotoxigenic Escherichia coli infection,1-A04.1,1-Escherichia coli,
1,1-Enterotoxigenic Escherichia coli infection,1-A04.1,2-A04.1,
1,1-Enteroinvasive Escherichia coli infection,1-A04.2,1-A04,
1,1-Enteroinvasive Escherichia coli infection,1-A04.2,1-Escherichia coli,
1,1-Enteroinvasive Escherichia coli infection,1-A04.2,2-A04.2,
1,1-Enterohemorrhagic Escherichia coli infection,1-A04.3,1-A04,
1,1-Enterohemorrhagic Escherichia coli infection,1-A04.3,1-Escherichia coli,
1,1-Enterohemorrhagic Escherichia coli infection,1-A04.3,2-A04.3,
1,1-Other intestinal Escherichia coli infections,1-A04.4,1-A04,
1,1-Other intestinal Escherichia coli infections,1-A04.4,1-Escherichia coli,
1,1-Other intestinal Escherichia coli infections,1-A04.4,2-A04.4,
1,1-Campylobacter enteritis,1-A04.5,1-A04,
1,1-Campylobacter enteritis,1-A04.5,2-A04.5,
1,1-Enteritis due to Yersinia enterocolitica,1-A04.6,1-A04,
1,1-Enteritis due to Yersinia enterocolitica,1-A04.6,2-A04.6,
1,1-Enterocolitis due to Clostridium difficile,1-A04.7,1-A04,
1,1-Enterocolitis due to Clostridium difficile,1-A04.7,2-A04.7,
1,"1-Enterocolitis due to Clostridium difficile, recurrent",1-A04.71,1-A04.7,
1,"1-Enterocolitis due to Clostridium difficile, recurrent",1-A04.71,2-A04.71,
1,"1-Enterocolitis due to Clostridium difficile, not specified as recurrent",1-A04.72,1-A04.7,
1,"1-Enterocolitis due to Clostridium difficile, not specified as recurrent",1-A04.72,2-A04.72,
1,1-Other specified bacterial intestinal infections,1-A04.8,1-A04,
1,1-Other specified bacterial intestinal infections,1-A04.8,2-A04.8,
1,"1-Bacterial intestinal infection, unspecified",1-A04.9,1-A04,
1,"1-Bacterial intestinal infection, unspecified",1-A04.9,2-A04.9,
1,"1-Other bacterial foodborne intoxications, not elsewhere classified",1-A05,1-A00-A09,
1,"1-Other bacterial foodborne intoxications, not elsewhere classified",1-A05,2-A05,
1,1-Foodborne staphylococcal intoxication,1-A05.0,1-A05,
1,1-Foodborne staphylococcal intoxication,1-A05.0,2-A05.0,
1,1-Botulism food poisoning,1-A05.1,1-A05,
1,1-Botulism food poisoning,1-A05.1,2-A05.1,
1,1-Foodborne Clostridium perfringens [Clostridium welchii] intoxication,1-A05.2,1-A05,
1,1-Foodborne Clostridium perfringens [Clostridium welchii] intoxication,1-A05.2,1-Clostridium perfringens,
1,1-Foodborne Clostridium perfringens [Clostridium welchii] intoxication,1-A05.2,2-A05.2,
1,1-Foodborne Vibrio parahaemolyticus intoxication,1-A05.3,1-A05,
1,1-Foodborne Vibrio parahaemolyticus intoxication,1-A05.3,2-A05.3,
1,1-Foodborne Bacillus cereus intoxication,1-A05.4,1-A05,
1,1-Foodborne Bacillus cereus intoxication,1-A05.4,2-A05.4,
1,1-Foodborne Vibrio vulnificus intoxication,1-A05.5,1-A05,
1,1-Foodborne Vibrio vulnificus intoxication,1-A05.5,1-Vibrio vulnificus,
1,1-Foodborne Vibrio vulnificus intoxication,1-A05.5,2-A05.5,
1,1-Other specified bacterial foodborne intoxications,1-A05.8,1-A05,
1,1-Other specified bacterial foodborne intoxications,1-A05.8,2-A05.8,
1,"1-Bacterial foodborne intoxication, unspecified",1-A05.9,1-A05,
1,"1-Bacterial foodborne intoxication, unspecified",1-A05.9,2-A05.9,
1,1-Amebiasis,1-A06,1-A00-A09,
1,1-Amebiasis,1-A06,2-A06,
1,1-Acute amebic dysentery,1-A06.0,1-A06,
1,1-Acute amebic dysentery,1-A06.0,2-A06.0,
1,1-Chronic intestinal amebiasis,1-A06.1,1-A06,
1,1-Chronic intestinal amebiasis,1-A06.1,2-A06.1,
1,1-Amebic nondysenteric colitis,1-A06.2,1-A06,
1,1-Amebic nondysenteric colitis,1-A06.2,2-A06.2,
1,1-Ameboma of intestine,1-A06.3,1-A06,
1,1-Ameboma of intestine,1-A06.3,2-A06.3,
1,1-Amebic liver abscess,1-A06.4,1-A06,
1,1-Amebic liver abscess,1-A06.4,2-A06.4,
1,1-Amebic lung abscess,1-A06.5,1-A06,
1,1-Amebic lung abscess,1-A06.5,2-A06.5,
1,1-Amebic brain abscess,1-A06.6,1-A06,
1,1-Amebic brain abscess,1-A06.6,2-A06.6,
1,1-Cutaneous amebiasis,1-A06.7,1-A06,
1,1-Cutaneous amebiasis,1-A06.7,2-A06.7,
1,1-Amebic infection of other sites,1-A06.8,1-A06,
1,1-Amebic infection of other sites,1-A06.8,2-A06.8,
1,1-Amebic cystitis,1-A06.81,1-A06.8,
1,1-Amebic cystitis,1-A06.81,2-A06.81,
1,1-Other amebic genitourinary infections,1-A06.82,1-A06.8,
1,1-Other amebic genitourinary infections,1-A06.82,2-A06.82,
1,1-Other amebic infections,1-A06.89,1-A06.8,
1,1-Other amebic infections,1-A06.89,2-A06.89,
1,"1-Amebiasis, unspecified",1-A06.9,1-A06,
1,"1-Amebiasis, unspecified",1-A06.9,2-A06.9,
1,1-Other protozoal intestinal diseases,1-A07,1-A00-A09,
1,1-Other protozoal intestinal diseases,1-A07,2-A07,
1,1-Balantidiasis,1-A07.0,1-A07,
1,1-Balantidiasis,1-A07.0,2-A07.0,
1,1-Giardiasis [lambliasis],1-A07.1,1-A07,
1,1-Giardiasis [lambliasis],1-A07.1,2-A07.1,
1,1-Cryptosporidiosis,1-A07.2,1-A07,
1,1-Cryptosporidiosis,1-A07.2,2-A07.2,
1,1-Isosporiasis,1-A07.3,1-A07,
1,1-Isosporiasis,1-A07.3,2-A07.3,
1,1-Cyclosporiasis,1-A07.4,1-A07,
1,1-Cyclosporiasis,1-A07.4,2-A07.4,
1,1-Other specified protozoal intestinal diseases,1-A07.8,1-A07,
1,1-Other specified protozoal intestinal diseases,1-A07.8,2-A07.8,
1,"1-Protozoal intestinal disease, unspecified",1-A07.9,1-A07,
1,"1-Protozoal intestinal disease, unspecified",1-A07.9,2-A07.9,
1,1-Viral and other specified intestinal infections,1-A08,1-A00-A09,
1,1-Viral and other specified intestinal infections,1-A08,2-A08,
1,1-Rotaviral enteritis,1-A08.0,1-A08,
1,1-Rotaviral enteritis,1-A08.0,2-A08.0,
1,1-Acute gastroenteropathy due to Norwalk agent and other small round viruses,1-A08.1,1-A08,
1,1-Acute gastroenteropathy due to Norwalk agent and other small round viruses,1-A08.1,2-A08.1,
1,1-Acute gastroenteropathy due to Norwalk agent,1-A08.11,1-A08.1,
1,1-Acute gastroenteropathy due to Norwalk agent,1-A08.11,2-A08.11,
1,1-Acute gastroenteropathy due to other small round viruses,1-A08.19,1-A08.1,
1,1-Acute gastroenteropathy due to other small round viruses,1-A08.19,2-A08.19,
1,1-Adenoviral enteritis,1-A08.2,1-A08,
1,1-Adenoviral enteritis,1-A08.2,2-A08.2,
1,1-Other viral enteritis,1-A08.3,1-A08,
1,1-Other viral enteritis,1-A08.3,2-A08.3,
1,1-Calicivirus enteritis,1-A08.31,1-A08.3,
1,1-Calicivirus enteritis,1-A08.31,2-A08.31,
1,1-Astrovirus enteritis,1-A08.32,1-A08.3,
1,1-Astrovirus enteritis,1-A08.32,2-A08.32,
1,1-Other viral enteritis,1-A08.39,1-A08.3,
1,1-Other viral enteritis,1-A08.39,2-A08.39,
1,"1-Viral intestinal infection, unspecified",1-A08.4,1-A08,
1,"1-Viral intestinal infection, unspecified",1-A08.4,2-A08.4,
1,1-Other specified intestinal infections,1-A08.8,1-A08,
1,1-Other specified intestinal infections,1-A08.8,2-A08.8,
1,"1-Infectious gastroenteritis and colitis, unspecified",1-A09,1-A00-A09,
1,"1-Infectious gastroenteritis and colitis, unspecified",1-A09,2-A09,
1,,1-Clostridium perfringens,1-dummy2,
1,,1-Clostridium perfringens,2-Clostridium perfringens,
1,,1-Escherichia coli,1-dummy2,
1,,1-Escherichia coli,2-Escherichia coli,
1,1-Acute nasopharyngitis [common cold],1-J00,1-J00-J06,
1,1-Acute nasopharyngitis [common cold],1-J00,2-J00,
1,1-Acute upper respiratory infections,1-J00-J06,1-J00-J99,TRUE
1,1-Acute upper respiratory infections,1-J00-J06,2-J00-J06,TRUE
1,1-Diseases of the respiratory system,1-J00-J99,1-Root,
1,1-Diseases of the respiratory system,1-J00-J99,2-J00-J99,
1,1-Acute sinusitis,1-J01,1-J00-J06,
1,1-Acute sinusitis,1-J01,2-J01,
1,1-Acute maxillary sinusitis,1-J01.0,1-J01,
1,1-Acute maxillary sinusitis,1-J01.0,2-J01.0,
1,"1-Acute maxillary sinusitis, unspecified",1-J01.00,1-J01.0,
1,"1-Acute maxillary sinusitis, unspecified",1-J01.00,2-J01.00,
1,1-Acute recurrent maxillary sinusitis,1-J01.01,1-J01.0,
1,1-Acute recurrent maxillary sinusitis,1-J01.01,2-J01.01,
1,1-Acute frontal sinusitis,1-J01.1,1-J01,
1,1-Acute frontal sinusitis,1-J01.1,2-J01.1,
1,"1-Acute frontal sinusitis, unspecified",1-J01.10,1-J01.1,
1,"1-Acute frontal sinusitis, unspecified",1-J01.10,2-J01.10,
1,1-Acute recurrent frontal sinusitis,1-J01.11,1-J01.1,
1,1-Acute recurrent frontal sinusitis,1-J01.11,2-J01.11,
1,1-Acute ethmoidal sinusitis,1-J01.2,1-J01,
1,1-Acute ethmoidal sinusitis,1-J01.2,2-J01.2,
1,"1-Acute ethmoidal sinusitis, unspecified",1-J01.20,1-J01.2,
1,"1-Acute ethmoidal sinusitis, unspecified",1-J01.20,2-J01.20,
1,1-Acute recurrent ethmoidal sinusitis,1-J01.21,1-J01.2,
1,1-Acute recurrent ethmoidal sinusitis,1-J01.21,2-J01.21,
1,1-Acute sphenoidal sinusitis,1-J01.3,1-J01,
1,1-Acute sphenoidal sinusitis,1-J01.3,2-J01.3,
1,"1-Acute sphenoidal sinusitis, unspecified",1-J01.30,1-J01.3,
1,"1-Acute sphenoidal sinusitis, unspecified",1-J01.30,2-J01.30,
1,1-Acute recurrent sphenoidal sinusitis,1-J01.31,1-J01.3,
1,1-Acute recurrent sphenoidal sinusitis,1-J01.31,2-J01.31,
1,1-Acute pansinusitis,1-J01.4,1-J01,
1,1-Acute pansinusitis,1-J01.4,2-J01.4,
1,"1-Acute pansinusitis, unspecified",1-J01.40,1-J01.4,
1,"1-Acute pansinusitis, unspecified",1-J01.40,2-J01.40,
1,1-Acute recurrent pansinusitis,1-J01.41,1-J01.4,
1,1-Acute recurrent pansinusitis,1-J01.41,2-J01.41,
1,1-Other acute sinusitis,1-J01.8,1-J01,
1,1-Other acute sinusitis,1-J01.8,2-J01.8,
1,1-Other acute sinusitis,1-J01.80,1-J01.8,
1,1-Other acute sinusitis,1-J01.80,2-J01.80,
1,1-Other acute recurrent sinusitis,1-J01.81,1-J01.8,
1,1-Other acute recurrent sinusitis,1-J01.81,2-J01.81,
1,"1-Acute sinusitis, unspecified",1-J01.9,1-J01,
1,"1-Acute sinusitis, unspecified",1-J01.9,2-J01.9,
1,"1-Acute sinusitis, unspecified",1-J01.90,1-J01.9,
1,"1-Acute sinusitis, unspecified",1-J01.90,2-J01.90,
1,"1-Acute recurrent sinusitis, unspecified",1-J01.91,1-J01.9,
1,"1-Acute recurrent sinusitis, unspecified",1-J01.91,2-J01.91,
1,1-Acute pharyngitis,1-J02,1-J00-J06,
1,1-Acute pharyngitis,1-J02,2-J02,
1,1-Streptococcal pharyngitis,1-J02.0,1-J02,
1,1-Streptococcal pharyngitis,1-J02.0,1-Other streptococcus,
1,1-Streptococcal pharyngitis,1-J02.0,2-J02.0,
1,1-Acute pharyngitis due to other specified organisms,1-J02.8,1-J02,
1,1-Acute pharyngitis due to other specified organisms,1-J02.8,2-J02.8,
1,"1-Acute pharyngitis, unspecified",1-J02.9,1-J02,
1,"1-Acute pharyngitis, unspecified",1-J02.9,2-J02.9,
1,1-Acute tonsillitis,1-J03,1-J00-J06,
1,1-Acute tonsillitis,1-J03,2-J03,
1,1-Streptococcal tonsillitis,1-J03.0,1-J03,
1,1-Streptococcal tonsillitis,1-J03.0,1-Other streptococcus,
1,1-Streptococcal tonsillitis,1-J03.0,2-J03.0,
1,"1-Acute streptococcal tonsillitis, unspecified",1-J03.00,1-J03.0,
1,"1-Acute streptococcal tonsillitis, unspecified",1-J03.00,2-J03.00,
1,1-Acute recurrent streptococcal tonsillitis,1-J03.01,1-J03.0,
1,1-Acute recurrent streptococcal tonsillitis,1-J03.01,2-J03.01,
1,1-Acute tonsillitis due to other specified organisms,1-J03.8,1-J03,
1,1-Acute tonsillitis due to other specified organisms,1-J03.8,2-J03.8,
1,1-Acute tonsillitis due to other specified organisms,1-J03.80,1-J03.8,
1,1-Acute tonsillitis due to other specified organisms,1-J03.80,2-J03.80,
1,1-Acute recurrent tonsillitis due to other specified organisms,1-J03.81,1-J03.8,
1,1-Acute recurrent tonsillitis due to other specified organisms,1-J03.81,2-J03.81,
1,"1-Acute tonsillitis, unspecified",1-J03.9,1-J03,
1,"1-Acute tonsillitis, unspecified",1-J03.9,2-J03.9,
1,"1-Acute tonsillitis, unspecified",1-J03.90,1-J03.9,
1,"1-Acute tonsillitis, unspecified",1-J03.90,2-J03.90,
1,"1-Acute recurrent tonsillitis, unspecified",1-J03.91,1-J03.9,
1,"1-Acute recurrent tonsillitis, unspecified",1-J03.91,2-J03.91,
1,1-Acute laryngitis and tracheitis,1-J04,1-J00-J06,
1,1-Acute laryngitis and tracheitis,1-J04,2-J04,
1,1-Acute laryngitis,1-J04.0,1-J04,
1,1-Acute laryngitis,1-J04.0,2-J04.0,
1,1-Acute tracheitis,1-J04.1,1-J04,
1,1-Acute tracheitis,1-J04.1,2-J04.1,
1,1-Acute tracheitis without obstruction,1-J04.10,1-J04.1,
1,1-Acute tracheitis without obstruction,1-J04.10,2-J04.10,
1,1-Acute tracheitis with obstruction,1-J04.11,1-J04.1,
1,1-Acute tracheitis with obstruction,1-J04.11,2-J04.11,
1,1-Acute laryngotracheitis,1-J04.2,1-J04,
1,1-Acute laryngotracheitis,1-J04.2,2-J04.2,
1,"1-Supraglottitis, unspecified",1-J04.3,1-J04,
1,"1-Supraglottitis, unspecified",1-J04.3,2-J04.3,
1,"1-Supraglottitis, unspecified, without obstruction",1-J04.30,1-J04.3,
1,"1-Supraglottitis, unspecified, without obstruction",1-J04.30,2-J04.30,
1,"1-Supraglottitis, unspecified, with obstruction",1-J04.31,1-J04.3,
1,"1-Supraglottitis, unspecified, with obstruction",1-J04.31,2-J04.31,
1,1-Acute obstructive laryngitis [croup] and epiglottitis,1-J05,1-J00-J06,
1,1-Acute obstructive laryngitis [croup] and epiglottitis,1-J05,2-J05,
1,1-Acute obstructive laryngitis [croup],1-J05.0,1-J05,
1,1-Acute obstructive laryngitis [croup],1-J05.0,2-J05.0,
1,1-Acute epiglottitis,1-J05.1,1-J05,
1,1-Acute epiglottitis,1-J05.1,2-J05.1,
1,1-Acute epiglottitis without obstruction,1-J05.10,1-J05.1,
1,1-Acute epiglottitis without obstruction,1-J05.10,2-J05.10,
1,1-Acute epiglottitis with obstruction,1-J05.11,1-J05.1,
1,1-Acute epiglottitis with obstruction,1-J05.11,2-J05.11,
1,1-Acute upper respiratory infections of multiple and unspecified sites,1-J06,1-J00-J06,
1,1-Acute upper respiratory infections of multiple and unspecified sites,1-J06,2-J06,
1,1-Acute laryngopharyngitis,1-J06.0,1-J06,
1,1-Acute laryngopharyngitis,1-J06.0,2-J06.0,
1,"1-Acute upper respiratory infection, unspecified",1-J06.9,1-J06,
1,"1-Acute upper respiratory infection, unspecified",1-J06.9,2-J06.9,
1,,1-Other streptococcus,1-dummy2,
1,,1-Other streptococcus,2-Other streptococcus,
1,"1-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1-R00-R99,1-Root,
1,"1-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1-R00-R99,2-R00-R99,
1,1-Abdominal and pelvic pain,1-R10,1-R10-R19,
1,1-Abdominal and pelvic pain,1-R10,2-R10,
1,1-Symptoms and signs involving the digestive system and abdomen,1-R10-R19,1-R00-R99,TRUE
1,1-Symptoms and signs involving the digestive system and abdomen,1-R10-R19,2-R10-R19,TRUE
1,1-Acute abdomen,1-R10.0,1-R10,
1,1-Acute abdomen,1-R10.0,2-R10.0,
1,1-Pain localized to upper abdomen,1-R10.1,1-R10,
1,1-Pain localized to upper abdomen,1-R10.1,2-R10.1,
1,"1-Upper abdominal pain, unspecified",1-R10.10,1-R10.1,
1,"1-Upper abdominal pain, unspecified",1-R10.10,2-R10.10,
1,1-Right upper quadrant pain,1-R10.11,1-R10.1,
1,1-Right upper quadrant pain,1-R10.11,2-R10.11,
1,1-Left upper quadrant pain,1-R10.12,1-R10.1,
1,1-Left upper quadrant pain,1-R10.12,2-R10.12,
1,1-Epigastric pain,1-R10.13,1-R10.1,
1,1-Epigastric pain,1-R10.13,2-R10.13,
1,1-Pelvic and perineal pain,1-R10.2,1-R10,
1,1-Pelvic and perineal pain,1-R10.2,2-R10.2,
1,1-Pelvic and perineal pain unspecified side,1-R10.20,1-R10.2,TRUE
1,1-Pelvic and perineal pain unspecified side,1-R10.20,2-R10.20,TRUE
1,1-Pelvic and perineal pain right side,1-R10.21,1-R10.2,TRUE
1,1-Pelvic and perineal pain right side,1-R10.21,2-R10.21,TRUE
1,1-Pelvic and perineal pain left side,1-R10.22,1-R10.2,TRUE
1,1-Pelvic and perineal pain left side,1-R10.22,2-R10.22,TRUE
1,1-Pelvic and perineal pain bilateral,1-R10.23,1-R10.2,TRUE
1,1-Pelvic and perineal pain bilateral,1-R10.23,2-R10.23,TRUE
1,1-Suprapubic pain,1-R10.24,1-R10.2,TRUE
1,1-Suprapubic pain,1-R10.24,2-R10.24,TRUE
1,1-Pain localized to other parts of lower abdomen,1-R10.3,1-R10,
1,1-Pain localized to other parts of lower abdomen,1-R10.3,2-R10.3,
1,"1-Lower abdominal pain, unspecified",1-R10.30,1-R10.3,
1,"1-Lower abdominal pain, unspecified",1-R10.30,2-R10.30,
1,1-Right lower quadrant pain,1-R10.31,1-R10.3,
1,1-Right lower quadrant pain,1-R10.31,2-R10.31,
1,1-Left lower quadrant pain,1-R10.32,1-R10.3,
1,1-Left lower quadrant pain,1-R10.32,2-R10.32,
1,1-Periumbilical pain,1-R10.33,1-R10.3,
1,1-Periumbilical pain,1-R10.33,2-R10.33,
1,1-Other abdominal pain,1-R10.8,1-R10,
1,1-Other abdominal pain,1-R10.8,2-R10.8,
1,1-Abdominal tenderness,1-R10.81,1-R10.8,
1,1-Abdominal tenderness,1-R10.81,2-R10.81,
1,1-Right upper quadrant abdominal tenderness,1-R10.811,1-R10.81,
1,1-Right upper quadrant abdominal tenderness,1-R10.811,2-R10.811,
1,1-Left upper quadrant abdominal tenderness,1-R10.812,1-R10.81,
1,1-Left upper quadrant abdominal tenderness,1-R10.812,2-R10.812,
1,1-Right lower quadrant abdominal tenderness,1-R10.813,1-R10.81,
1,1-Right lower quadrant abdominal tenderness,1-R10.813,2-R10.813,
1,1-Left lower quadrant abdominal tenderness,1-R10.814,1-R10.81,
1,1-Left lower quadrant abdominal tenderness,1-R10.814,2-R10.814,
1,1-Periumbilic abdominal tenderness,1-R10.815,1-R10.81,
1,1-Periumbilic abdominal tenderness,1-R10.815,2-R10.815,
1,1-Epigastric abdominal tenderness,1-R10.816,1-R10.81,
1,1-Epigastric abdominal tenderness,1-R10.816,2-R10.816,
1,1-Generalized abdominal tenderness,1-R10.817,1-R10.81,
1,1-Generalized abdominal tenderness,1-R10.817,2-R10.817,
1,"1-Abdominal tenderness, unspecified site",1-R10.819,1-R10.81,
1,"1-Abdominal tenderness, unspecified site",1-R10.819,2-R10.819,
1,1-Rebound abdominal tenderness,1-R10.82,1-R10.8,
1,1-Rebound abdominal tenderness,1-R10.82,2-R10.82,
1,1-Right upper quadrant rebound abdominal tenderness,1-R10.821,1-R10.82,
1,1-Right upper quadrant rebound abdominal tenderness,1-R10.821,2-R10.821,
1,1-Left upper quadrant rebound abdominal tenderness,1-R10.822,1-R10.82,
1,1-Left upper quadrant rebound abdominal tenderness,1-R10.822,2-R10.822,
1,1-Right lower quadrant rebound abdominal tenderness,1-R10.823,1-R10.82,
1,1-Right lower quadrant rebound abdominal tenderness,1-R10.823,2-R10.823,
1,1-Left lower quadrant rebound abdominal tenderness,1-R10.824,1-R10.82,
1,1-Left lower quadrant rebound abdominal tenderness,1-R10.824,2-R10.824,
1,1-Periumbilic rebound abdominal tenderness,1-R10.825,1-R10.82,
1,1-Periumbilic rebound abdominal tenderness,1-R10.825,2-R10.825,
1,1-Epigastric rebound abdominal tenderness,1-R10.826,1-R10.82,
1,1-Epigastric rebound abdominal tenderness,1-R10.826,2-R10.826,
1,1-Generalized rebound abdominal tenderness,1-R10.827,1-R10.82,
1,1-Generalized rebound abdominal tenderness,1-R10.827,2-R10.827,
1,"1-Rebound abdominal tenderness, unspecified site",1-R10.829,1-R10.82,
1,"1-Rebound abdominal tenderness, unspecified site",1-R10.829,2-R10.829,
1,1-Colic,1-R10.83,1-R10.8,
1,1-Colic,1-R10.83,2-R10.83,
1,1-Generalized abdominal pain,1-R10.84,1-R10.8,
1,1-Generalized abdominal pain,1-R10.84,2-R10.84,
1,1-Abdominal pain of multiple sites,1-R10.85,1-R10.8,
1,1-Abdominal pain of multiple sites,1-R10.85,2-R10.85,
1,1-Flank tenderness,1-R10.8A,1-R10.8,
1,1-Flank tenderness,1-R10.8A,2-R10.8A,
1,1-Right flank tenderness,1-R10.8A1,1-R10.8A,
1,1-Right flank tenderness,1-R10.8A1,2-R10.8A1,
1,1-Left flank tenderness,1-R10.8A2,1-R10.8A,
1,1-Left flank tenderness,1-R10.8A2,2-R10.8A2,
1,1-Suprapubic tenderness,1-R10.8A3,1-R10.8A,
1,1-Suprapubic tenderness,1-R10.8A3,2-R10.8A3,
1,"1-Flank tenderness, unspecified",1-R10.8A9,1-R10.8A,
1,"1-Flank tenderness, unspecified",1-R10.8A9,2-R10.8A9,
1,1-Unspecified abdominal pain,1-R10.9,1-R10,
1,1-Unspecified abdominal pain,1-R10.9,2-R10.9,
1,1-Pain localized to flank,1-R10.A,1-R10,
1,1-Pain localized to flank,1-R10.A,2-R10.A,
1,"1-Flank pain, unspecified side",1-R10.A0,1-R10.A,TRUE
1,"1-Flank pain, unspecified side",1-R10.A0,2-R10.A0,TRUE
1,"1-Flank pain, right side",1-R10.A1,1-R10.A,TRUE
1,"1-Flank pain, right side",1-R10.A1,2-R10.A1,TRUE
1,"1-Flank pain, left side",1-R10.A2,1-R10.A,TRUE
1,"1-Flank pain, left side",1-R10.A2,2-R10.A2,TRUE
1,"1-Flank pain, bilateral",1-R10.A3,1-R10.A,TRUE
1,"1-Flank pain, bilateral",1-R10.A3,2-R10.A3,TRUE
1,1-Nausea and vomiting,1-R11,1-R10-R19,
1,1-Nausea and vomiting,1-R11,2-R11,
1,1-Nausea,1-R11.0,1-R11,
1,1-Nausea,1-R11.0,2-R11.0,
1,1-Vomiting,1-R11.1,1-R11,
1,1-Vomiting,1-R11.1,2-R11.1,
1,"1-Vomiting, unspecified",1-R11.10,1-R11.1,
1,"1-Vomiting, unspecified",1-R11.10,2-R11.10,
1,1-Vomiting without nausea,1-R11.11,1-R11.1,
1,1-Vomiting without nausea,1-R11.11,2-R11.11,
1,1-Projectile vomiting,1-R11.12,1-R11.1,
1,1-Projectile vomiting,1-R11.12,2-R11.12,
1,1-Vomiting of fecal matter,1-R11.13,1-R11.1,
1,1-Vomiting of fecal matter,1-R11.13,2-R11.13,
1,1-Bilious vomiting,1-R11.14,1-R11.1,
1,1-Bilious vomiting,1-R11.14,2-R11.14,
1,1-Cyclical vomiting syndrome unrelated to migraine,1-R11.15,1-R11.1,
1,1-Cyclical vomiting syndrome unrelated to migraine,1-R11.15,2-R11.15,
1,1-Cannabis hyperemesis syndrome,1-R11.16,1-R11.1,
1,1-Cannabis hyperemesis syndrome,1-R11.16,2-R11.16,
1,"1-Nausea with vomiting, unspecified",1-R11.2,1-R11,
