distance_between,description,child,parent,do_not_evaluate
1,2-Acute recurrent streptococcal tonsillitis,2-J03.01,2-J03.0,
1,2-Acute tonsillitis due to other specified organisms,2-J03.8,2-J03,
1,2-Acute tonsillitis due to other specified organisms,2-J03.80,2-J03.8,
1,2-Acute recurrent tonsillitis due to other specified organisms,2-J03.81,2-J03.8,
1,"2-Acute tonsillitis, unspecified",2-J03.9,2-J03,
1,"2-Acute tonsillitis, unspecified",2-J03.90,2-J03.9,
1,"2-Acute recurrent tonsillitis, unspecified",2-J03.91,2-J03.9,
1,2-Acute laryngitis and tracheitis,2-J04,2-J00-J06,
1,2-Acute laryngitis,2-J04.0,2-J04,
1,2-Acute tracheitis,2-J04.1,2-J04,
1,2-Acute tracheitis without obstruction,2-J04.10,2-J04.1,
1,2-Acute tracheitis with obstruction,2-J04.11,2-J04.1,
1,2-Acute laryngotracheitis,2-J04.2,2-J04,
1,"2-Supraglottitis, unspecified",2-J04.3,2-J04,
1,"2-Supraglottitis, unspecified, without obstruction",2-J04.30,2-J04.3,
1,"2-Supraglottitis, unspecified, with obstruction",2-J04.31,2-J04.3,
1,2-Acute obstructive laryngitis [croup] and epiglottitis,2-J05,2-J00-J06,
1,2-Acute obstructive laryngitis [croup],2-J05.0,2-J05,
1,2-Acute epiglottitis,2-J05.1,2-J05,
1,2-Acute epiglottitis without obstruction,2-J05.10,2-J05.1,
1,2-Acute epiglottitis with obstruction,2-J05.11,2-J05.1,
1,2-Acute upper respiratory infections of multiple and unspecified sites,2-J06,2-J00-J06,
1,2-Acute laryngopharyngitis,2-J06.0,2-J06,
1,"2-Acute upper respiratory infection, unspecified",2-J06.9,2-J06,
1,,2-Other streptococcus,2-dummy2,
1,"2-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2-R00-R99,2-Root,
1,2-Abdominal and pelvic pain,2-R10,2-R10-R19,
1,2-Symptoms and signs involving the digestive system and abdomen,2-R10-R19,2-R00-R99,
1,2-Acute abdomen,2-R10.0,2-R10,
1,2-Pain localized to upper abdomen,2-R10.1,2-R10,
1,"2-Upper abdominal pain, unspecified",2-R10.10,2-R10.1,
1,2-Right upper quadrant pain,2-R10.11,2-R10.1,
1,2-Left upper quadrant pain,2-R10.12,2-R10.1,
1,2-Epigastric pain,2-R10.13,2-R10.1,
1,2-Pelvic and perineal pain,2-R10.2,2-R10,
1,2-Pelvic and perineal pain unspecified side,2-R10.20,2-R10.2,TRUE
1,2-Pelvic and perineal pain right side,2-R10.21,2-R10.2,TRUE
1,2-Pelvic and perineal pain left side,2-R10.22,2-R10.2,TRUE
1,2-Pelvic and perineal pain bilateral,2-R10.23,2-R10.2,TRUE
1,2-Suprapubic pain,2-R10.24,2-R10.2,TRUE
1,2-Pain localized to other parts of lower abdomen,2-R10.3,2-R10,
1,"2-Lower abdominal pain, unspecified",2-R10.30,2-R10.3,
1,2-Right lower quadrant pain,2-R10.31,2-R10.3,
1,2-Left lower quadrant pain,2-R10.32,2-R10.3,
1,2-Periumbilical pain,2-R10.33,2-R10.3,
1,2-Other abdominal pain,2-R10.8,2-R10,
1,2-Abdominal tenderness,2-R10.81,2-R10.8,
1,2-Right upper quadrant abdominal tenderness,2-R10.811,2-R10.81,
1,2-Left upper quadrant abdominal tenderness,2-R10.812,2-R10.81,
1,2-Right lower quadrant abdominal tenderness,2-R10.813,2-R10.81,
1,2-Left lower quadrant abdominal tenderness,2-R10.814,2-R10.81,
1,2-Periumbilic abdominal tenderness,2-R10.815,2-R10.81,
1,2-Epigastric abdominal tenderness,2-R10.816,2-R10.81,
1,2-Generalized abdominal tenderness,2-R10.817,2-R10.81,
1,"2-Abdominal tenderness, unspecified site",2-R10.819,2-R10.81,
1,2-Rebound abdominal tenderness,2-R10.82,2-R10.8,
1,2-Right upper quadrant rebound abdominal tenderness,2-R10.821,2-R10.82,
1,2-Left upper quadrant rebound abdominal tenderness,2-R10.822,2-R10.82,
1,2-Right lower quadrant rebound abdominal tenderness,2-R10.823,2-R10.82,
1,2-Left lower quadrant rebound abdominal tenderness,2-R10.824,2-R10.82,
1,2-Periumbilic rebound abdominal tenderness,2-R10.825,2-R10.82,
1,2-Epigastric rebound abdominal tenderness,2-R10.826,2-R10.82,
1,2-Generalized rebound abdominal tenderness,2-R10.827,2-R10.82,
1,"2-Rebound abdominal tenderness, unspecified site",2-R10.829,2-R10.82,
1,2-Colic,2-R10.83,2-R10.8,
1,2-Generalized abdominal pain,2-R10.84,2-R10.8,
1,2-Abdominal pain of multiple sites,2-R10.85,2-R10.8,
1,2-Flank tenderness,2-R10.8A,2-R10.8,
1,2-Right flank tenderness,2-R10.8A1,2-R10.8A,
1,2-Left flank tenderness,2-R10.8A2,2-R10.8A,
1,2-Suprapubic tenderness,2-R10.8A3,2-R10.8A,
1,"2-Flank tenderness, unspecified",2-R10.8A9,2-R10.8A,
1,2-Unspecified abdominal pain,2-R10.9,2-R10,
1,2-Pain localized to flank,2-R10.A,2-R10,
1,"2-Flank pain, unspecified side",2-R10.A0,2-R10.A,TRUE
1,"2-Flank pain, right side",2-R10.A1,2-R10.A,TRUE
1,"2-Flank pain, left side",2-R10.A2,2-R10.A,TRUE
1,"2-Flank pain, bilateral",2-R10.A3,2-R10.A,TRUE
1,2-Nausea and vomiting,2-R11,2-R10-R19,
1,2-Nausea,2-R11.0,2-R11,
1,2-Vomiting,2-R11.1,2-R11,
1,"2-Vomiting, unspecified",2-R11.10,2-R11.1,
1,2-Vomiting without nausea,2-R11.11,2-R11.1,
1,2-Projectile vomiting,2-R11.12,2-R11.1,
1,2-Vomiting of fecal matter,2-R11.13,2-R11.1,
1,2-Bilious vomiting,2-R11.14,2-R11.1,
1,2-Cyclical vomiting syndrome unrelated to migraine,2-R11.15,2-R11.1,
1,2-Cannabis hyperemesis syndrome,2-R11.16,2-R11.1,
1,"2-Nausea with vomiting, unspecified",2-R11.2,2-R11,
1,2-Heartburn,2-R12,2-R10-R19,
1,2-Aphagia and dysphagia,2-R13,2-R10-R19,
1,2-Aphagia,2-R13.0,2-R13,
1,2-Dysphagia,2-R13.1,2-R13,
1,"2-Dysphagia, unspecified",2-R13.10,2-R13.1,
1,"2-Dysphagia, oral phase",2-R13.11,2-R13.1,
1,"2-Dysphagia, oropharyngeal phase",2-R13.12,2-R13.1,
1,"2-Dysphagia, pharyngeal phase",2-R13.13,2-R13.1,
1,"2-Dysphagia, pharyngoesophageal phase",2-R13.14,2-R13.1,
1,2-Other dysphagia,2-R13.19,2-R13.1,
1,2-Flatulence and related conditions,2-R14,2-R10-R19,
1,2-Abdominal distension (gaseous),2-R14.0,2-R14,
1,2-Gas pain,2-R14.1,2-R14,
1,2-Eructation,2-R14.2,2-R14,
1,2-Flatulence,2-R14.3,2-R14,
1,2-Fecal incontinence,2-R15,2-R10-R19,
1,2-Incomplete defecation,2-R15.0,2-R15,
1,2-Fecal smearing,2-R15.1,2-R15,
1,2-Fecal urgency,2-R15.2,2-R15,
1,2-Full incontinence of feces,2-R15.9,2-R15,
1,"2-Hepatomegaly and splenomegaly, not elsewhere classified",2-R16,2-R10-R19,
1,"2-Hepatomegaly, not elsewhere classified",2-R16.0,2-R16,
1,"2-Splenomegaly, not elsewhere classified",2-R16.1,2-R16,
1,"2-Hepatomegaly with splenomegaly, not elsewhere classified",2-R16.2,2-R16,
1,2-Unspecified jaundice,2-R17,2-R10-R19,
1,2-Ascites,2-R18,2-R10-R19,
1,2-Malignant ascites,2-R18.0,2-R18,
1,2-Other ascites,2-R18.8,2-R18,
1,2-Other symptoms and signs involving the digestive system and abdomen,2-R19,2-R10-R19,
1,"2-Intra-abdominal and pelvic swelling, mass and lump",2-R19.0,2-R19,
1,"2-Intra-abdominal and pelvic swelling, mass and lump, unspecified site",2-R19.00,2-R19.0,
1,"2-Right upper quadrant abdominal swelling, mass and lump",2-R19.01,2-R19.0,
1,"2-Left upper quadrant abdominal swelling, mass and lump",2-R19.02,2-R19.0,
1,"2-Right lower quadrant abdominal swelling, mass and lump",2-R19.03,2-R19.0,
1,"2-Left lower quadrant abdominal swelling, mass and lump",2-R19.04,2-R19.0,
1,"2-Periumbilic swelling, mass or lump",2-R19.05,2-R19.0,
1,"2-Epigastric swelling, mass or lump",2-R19.06,2-R19.0,
1,"2-Generalized intra-abdominal and pelvic swelling, mass and lump",2-R19.07,2-R19.0,
1,"2-Other intra-abdominal and pelvic swelling, mass and lump",2-R19.09,2-R19.0,
1,2-Abnormal bowel sounds,2-R19.1,2-R19,
1,2-Absent bowel sounds,2-R19.11,2-R19.1,
1,2-Hyperactive bowel sounds,2-R19.12,2-R19.1,
1,2-Other abnormal bowel sounds,2-R19.15,2-R19.1,
1,2-Visible peristalsis,2-R19.2,2-R19,
1,2-Abdominal rigidity,2-R19.3,2-R19,
1,"2-Abdominal rigidity, unspecified site",2-R19.30,2-R19.3,
1,2-Right upper quadrant abdominal rigidity,2-R19.31,2-R19.3,
1,2-Left upper quadrant abdominal rigidity,2-R19.32,2-R19.3,
1,2-Right lower quadrant abdominal rigidity,2-R19.33,2-R19.3,
1,2-Left lower quadrant abdominal rigidity,2-R19.34,2-R19.3,
1,2-Periumbilic abdominal rigidity,2-R19.35,2-R19.3,
1,2-Epigastric abdominal rigidity,2-R19.36,2-R19.3,
1,2-Generalized abdominal rigidity,2-R19.37,2-R19.3,
1,2-Change in bowel habit,2-R19.4,2-R19,
1,2-Other fecal abnormalities,2-R19.5,2-R19,
1,2-Halitosis,2-R19.6,2-R19,
1,"2-Diarrhea, unspecified",2-R19.7,2-R19,
1,2-Other specified symptoms and signs involving the digestive system and abdomen,2-R19.8,2-R19,
1,2-Fever of other and unknown origin,2-R50,2-R50-R69,
1,2-General symptoms and signs,2-R50-R69,2-R00-R99,
1,2-Drug induced fever,2-R50.2,2-R50,
1,2-Other specified fever,2-R50.8,2-R50,
1,2-Fever presenting with conditions classified elsewhere,2-R50.81,2-R50.8,
1,2-Postprocedural fever,2-R50.82,2-R50.8,
1,2-Postvaccination fever,2-R50.83,2-R50.8,
1,2-Febrile nonhemolytic transfusion reaction,2-R50.84,2-R50.8,
1,"2-Fever, unspecified",2-R50.9,2-R50,
1,2-Headache,2-R51,2-R50-R69,
1,"2-Headache with orthostatic component, not elsewhere classified",2-R51.0,2-R51,
1,"2-Headache, unspecified",2-R51.9,2-R51,
1,"2-Pain, unspecified",2-R52,2-R50-R69,
1,2-Malaise and fatigue,2-R53,2-R50-R69,
1,2-Neoplastic (malignant) related fatigue,2-R53.0,2-R53,
1,2-Weakness,2-R53.1,2-R53,
1,2-Functional quadriplegia,2-R53.2,2-R53,
1,2-Other malaise and fatigue,2-R53.8,2-R53,
1,2-Other malaise,2-R53.81,2-R53.8,
1,"2-Chronic fatigue, unspecified",2-R53.82,2-R53.8,
1,2-Other fatigue,2-R53.83,2-R53.8,
1,2-Age-related physical debility,2-R54,2-R50-R69,
1,2-Syncope and collapse,2-R55,2-R50-R69,
1,"2-Convulsions, not elsewhere classified",2-R56,2-R50-R69,
1,2-Febrile convulsions,2-R56.0,2-R56,
1,2-Simple febrile convulsions,2-R56.00,2-R56.0,
1,2-Complex febrile convulsions,2-R56.01,2-R56.0,
1,2-Post traumatic seizures,2-R56.1,2-R56,
1,2-Unspecified convulsions,2-R56.9,2-R56,
1,"2-Shock, not elsewhere classified",2-R57,2-R50-R69,
1,2-Cardiogenic shock,2-R57.0,2-R57,
1,2-Hypovolemic shock,2-R57.1,2-R57,
1,2-Other shock,2-R57.8,2-R57,
1,"2-Shock, unspecified",2-R57.9,2-R57,
1,"2-Hemorrhage, not elsewhere classified",2-R58,2-R50-R69,
1,2-Enlarged lymph nodes,2-R59,2-R50-R69,
1,2-Localized enlarged lymph nodes,2-R59.0,2-R59,
1,2-Generalized enlarged lymph nodes,2-R59.1,2-R59,
1,"2-Enlarged lymph nodes, unspecified",2-R59.9,2-R59,
1,"2-Edema, not elsewhere classified",2-R60,2-R50-R69,
1,2-Localized edema,2-R60.0,2-R60,
1,2-Generalized edema,2-R60.1,2-R60,
1,"2-Edema, unspecified",2-R60.9,2-R60,
1,2-Generalized hyperhidrosis,2-R61,2-R50-R69,
1,2-Lack of expected normal physiological development in childhood and adults,2-R62,2-R50-R69,
1,2-Delayed milestone in childhood,2-R62.0,2-R62,
1,2-Other and unspecified lack of expected normal physiological development in childhood,2-R62.5,2-R62,
1,2-Unspecified lack of expected normal physiological development in childhood,2-R62.50,2-R62.5,
1,2-Failure to thrive (child),2-R62.51,2-R62.5,
1,2-Short stature (child),2-R62.52,2-R62.5,
1,2-Other lack of expected normal physiological development in childhood,2-R62.59,2-R62.5,
1,2-Adult failure to thrive,2-R62.7,2-R62,
1,2-Symptoms and signs concerning food and fluid intake,2-R63,2-R50-R69,
1,2-Anorexia,2-R63.0,2-R63,
1,2-Polydipsia,2-R63.1,2-R63,
1,2-Polyphagia,2-R63.2,2-R63,
1,2-Feeding difficulties,2-R63.3,2-R63,
1,"2-Feeding difficulties, unspecified",2-R63.30,2-R63.3,
1,"2-Pediatric feeding disorder, acute",2-R63.31,2-R63.3,
1,"2-Pediatric feeding disorder, chronic",2-R63.32,2-R63.3,
1,2-Other feeding difficulties,2-R63.39,2-R63.3,
1,2-Abnormal weight loss,2-R63.4,2-R63,
1,2-Abnormal weight gain,2-R63.5,2-R63,
1,2-Underweight,2-R63.6,2-R63,
1,2-Other symptoms and signs concerning food and fluid intake,2-R63.8,2-R63,
1,2-Cachexia,2-R64,2-R50-R69,
1,2-Symptoms and signs specifically associated with systemic inflammation and infection,2-R65,2-R50-R69,
1,2-Systemic inflammatory response syndrome (SIRS) of non-infectious origin,2-R65.1,2-R65,
1,2-Systemic inflammatory response syndrome (SIRS) of non-infectious origin without acute organ dysfunction,2-R65.10,2-R65.1,
1,2-Systemic inflammatory response syndrome (SIRS) of non-infectious origin with acute organ dysfunction,2-R65.11,2-R65.1,
1,2-Severe sepsis,2-R65.2,2-R65,
1,2-Severe sepsis without septic shock,2-R65.20,2-R65.2,
1,2-Severe sepsis with septic shock,2-R65.21,2-R65.2,
1,2-Other general symptoms and signs,2-R68,2-R50-R69,
1,"2-Hypothermia, not associated with low environmental temperature",2-R68.0,2-R68,
1,2-Nonspecific symptoms peculiar to infancy,2-R68.1,2-R68,
1,2-Excessive crying of infant (baby),2-R68.11,2-R68.1,
1,2-Fussy infant (baby),2-R68.12,2-R68.1,
1,2-Apparent life threatening event in infant (ALTE),2-R68.13,2-R68.1,
1,2-Other nonspecific symptoms peculiar to infancy,2-R68.19,2-R68.1,
1,"2-Dry mouth, unspecified",2-R68.2,2-R68,
1,2-Clubbing of fingers,2-R68.3,2-R68,
1,2-Other general symptoms and signs,2-R68.8,2-R68,
1,2-Early satiety,2-R68.81,2-R68.8,
1,2-Decreased libido,2-R68.82,2-R68.8,
1,2-Chills (without fever),2-R68.83,2-R68.8,
1,2-Jaw pain,2-R68.84,2-R68.8,
1,2-Other general symptoms and signs,2-R68.89,2-R68.8,
1,"2-Illness, unspecified",2-R69,2-R50-R69,
1,2-ICD-10 Root,2-Root,,
1,,2-Vibrio vulnificus,2-dummy2,
1,,2-dummy1,2-Root,
1,,2-dummy2,2-dummy1,
